"id","nama_obat","khasiat","efek_samping","deskripsi","foto_obat"
"206","Patikan Kebo","Bronkitis, Radang Tenggorokan, Asma, Radang Ginjal, dan Penyakit Kulit.","Kadang-kadang terjadi alergi pada pria diatas 50 tahun berupa biduran di lengan dan tubuh. Gejala akan akan hilang jika obat dihentikan.","Herba tegak atau memanjat atau menjalar. Daun berbentuk taji dan berbulu, berwarna hijau atau merah kecokelatan. Batang beruas ruas, bulat silinder, berwarna hijau kecokelatan dan berbulu, memiliki getah putih yang cukup kental. Bunga majemuk, muncul di ketiak daun, berukuran kecil dan berjumlah banyak, hijau keungu-unguan. Buah berbentuk seperti kapsul, memiliki tiga tonjolan bulat, ditumbuhi bulu-bulu halus. Biji memiliki warna kecokelat-cokelatan, berbentuk bulat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/patikan-kebo.jpg"
"207","Pecut Kuda","Kencing Batu, Rematik, Sakit Tenggorokan, Pembersih Darah, Haid Tidak Teratur, Keputihan, dan Hepatitis.","Penggunaan tanaman pecut kuda secara berlebihan dikhawatirkan dapat memberikan efek samping. Pada binatang percobaan dapat menyebabkan kelainan histologi, seperti infiltrasi sel lipid bahkan sel nekrosis pada hepar, ginjal, paru, pembuluh darah, dan testis, tetapi tidak terjadi di otak, mata dan jantung (normal).

Dimungkinkan hal tersebut dikarenakan pemakaian yang dilakukan secara terus menerus sehingga, terakumulasi dalam tubuh.","Terna tahunan, tumbuh tegak terburai ke samping, tinggi mencapai 1 m. Permukaan daun kasar dan guratan-guratan di permukaannya tampak jelas. Bentuk daun bulat telur, tepi bergerigi, tidak berambut, ujung meruncing, berukuran 2,5-6 x 1,0-3,5 cm. Perbungaan berupa tandan yang panjangnya mencapai 20 cm seperti pecut, bunga duduk tanpa tangkai. Bunga mekar tidak serentak, ukurannya kecil berwarna ungu kebiruan dan putih.

","https://storage.googleapis.com/herbitionalbucket/foto_obat/pecut-kuda2.jpg"
"208","Pegagan","Peluruh Kencing, Pembersih Darah, Disentri, Radang Usus, Sakit Perut, Batuk, dan Lepra.","Pegagan berasa manis, bersifat mendinginkan, memiliki fungsi membersihkan darah, melancarkan peredaran darah, peluruh kencing, penurun panas, menghentikan pendarahan, meningkatkan saraf memori, antibakteri, tonik, antispasma, antiinflamasi, hipotensif, insektisida, antialergi, dan stimulan. Saponin yang ada menghambat produksi jaringan bekas luka yang berlebihan (menghambat terjadinya keloid).","Herba tahunan, tanpa batang, tetapi dengan rimpang pendek dan stolon yang menjalar. Daun tunggal, tersusun dalam roset yang terdiri atas 2-10 daun, kadang-kadang agak berambut, tangkai daun panjang sampai 50 mm, helai daun berbentuk ginjal, lebar, dan bundar dengan garis tengah 1-7 cm, pinggir daun beringgit sampai bergerigi. Perbungaan berupa payung tunggal atau 3-5 bersama-sama keluar dari ketiak daun. Bunga berwarna merah lembayung, panjang 1-1,5 mm. Buah pipih, berlekuk dua, kuning kecokelatan, dan berdinding agak tebal.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pegagan1.jpg"
"209","Pelir Musang","Penguat Tubuh Wanita yang Baru Melahirkan.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi tanaman pelir musang. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu tinggi 2-4 m. Bentuk daun membundar sampai meruncing dengan panjang tangkai 0,5-1 cm, helai bagian atas mengkilap sedangkan bagian bawah berwarna lebih pucat. Tangkai bunga sedikit lebih panjang daripada tangkai daun. Mahkota bunga berwarna kuning-putih dengan pangkal hijau, tebal berdaging, dan mengeluarkan bau harum. Buah kecil-kecil memiliki biji yang berwarna hitam dan mengilap.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pelir-musang1.jpg"
"210","Pepaya","Gangguan Pencernaan, Flu, Stroke, dan Mempertajam Penglihatan.","Konsumsi pepaya dalam jumlah diet normal diakui aman oleh FDA. Akan tetapi, ada beberapa efek samping dari mengonsumsi pepaya. Pepaya berbahaya bagi wanita hamil karena buahnya ‘terlalu panas’. Lateks yang tinggi dalam pepaya mentah dan setengah matang dapat menyebabkan kontraksi rahim yang mungkin menyebabkan keguguran. Hindari makan pepaya mentah jika sedang hamil.

Mengonsumsi pepaya terlalu banyak juga dapat menyebabkan efek pencahar yang kuat dalam usus.Hindari makan pepaya terlalu banyak, terutama jika masih mentah. Buah mentah pepaya dapat menyebabkan nyeri pada usus atau perut dan kadang- kadang terjadi perforasi esofagus.

Biji hitam pepaya mengandung enzim yang disebut carpine, yang berpotensi sebagai zat beracun. Menurut informasi Biopark Foundation International, enzim ini dapat membuat syaraf pusat mati rasa sehingga dapat menyebabkan kelumpuhan atau depresi jantung. Dalam beberapa kasus, penyempitan pembuluh darah ada yang disebabkan oleh carpine atau carparine.","Pohon berbatang tegak dan basah, tinggi bisa mencapai 10 m. Bagian dalam batang berupa spons dan berongga, bagian luarnya terdapat banyak tanda bekas daun. Daun berbentuk helai yang menyerupai telapak tangan. Bila daun pepaya dilipat menjadi dua bagian persis di tengah, akan nampak bahwa daun pepaya simetris. Buah mentah berwarna hijau gelap dan bila matang warna menjadi kuning kemerahan. Bentuk buah bulat hingga lonjong, bagian ujung umumnya runcing, rongga dalam pada buah berbentuk bintang bila dipotong secara melintang. Bunga berwarna putih, terdapat putik dan benang sari.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pepaya-apotekhidup.jpg"
"211","Petai Cina","Hipertensi, Cacingan, Kencing Manis, dan Bengkak.","Dedaunan dan polong dari petai cina mengandung mimosine asam amino yang beracun, kandungannya mencapai 12% pada daun dan polong kering, sedangkan pada daun muda sekitar 3-5% dari bahan kering. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Pohon berkayu yang tingginya dapat mencapai 10 m, warna kulit kayu agak hijau kecokelatan. Daun majemuk menyirip, anak daun berbentuk bulat telur. Perbungaan majemuk berupa bongkol, kelopak berbentuk lonceng berwarna hijau, daun mahkota berbentuk lanset. Buah berupa polong, buah masak akan berwarna hitam kecokelatan, berbiji banyak dan berwarna hijau saat muda hingga hitam bila masak.","https://storage.googleapis.com/herbitionalbucket/foto_obat/petai-cina1.jpg"
"212","Pisang","Sakit Kuning, Ambeien, Sakit Perut, Anemia, Diabetes, dan Luka Bakar.","Sebaiknya sebelum mengonsumsi, Anda jangan memilih pisang yang mempunyai corak atau sudah terdapat warna hitam pada kulitnya. Pilihlah pisang yang masih bagus bentuknya sehingga bebas dari penyakit. Selain banyak mengandung ion kalium, sumber kalori, dan serat, buah pisang juga mengandung tiramin.

Tiramin adalah zat yang memiliki efek vasokonstriksi vaskuler atau penyempitan pembuluh darah yang secara langsung dapat menyebabkan aliran darah semakin kecil. Oleh karena itu, bagi penderita penyakit migrain, stroke, dan penderita sakit jantung sebaiknya menghindari makan pisang secara berlebihan juga produk olahan lainnya yang berbahan dasar pisang.

Khusus untuk penderita penyakit jantung sebenarnya membutuhkan kalium yang ada di dalam pisang, tetapi sebaiknya konsumsi saja buah lainnya yang mengandung kalium seperti air kelapa.","Terna berbatang semu basah, tidak bercabang, pelepah daun menyelubungi batang. Pertumbuhan akar pada umumnya berkelompok menuju arah samping di bawah permukaan tanah dan mengarah ke dalam tanah mencapai sepanjang 4-5m. Bentuk daun panjang, lonjong, dengan lebar yang tidak sama, bagian ujung tumpul, dan tepinya tersusun rata. Letak daun terpencar dan tersusun dalam tangkai yang berukuran relatif panjang dengan helai daun yang mudah robek Bunga keluar dari ujung batang tersusun atas daun daun pelindung yang saling menutupi dan bunga-bunganya terletak pada tiap ketiak di antara daun pelindung dan membentuk sisir, Buah tersusun dalam tandan terdiri tas beberapa sisir dan tiap sisir terdapat -22 buah.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pisang.jpg"
"213","Pokok Gahor","Penyakit Kulit.","Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi biji pokok gohor, sebaiknya perlu hati-hati dalam penggunaannya.","Pohon atau kadang semak, tingginya mencapai 12 m, diameter 10-60 cm. Daun majemuk, bentuk jorong, panjang 6-32 cm dan lebar 3-13 cm. Perbungaan pada ketiak daun sampai ujung cabang, kadang tunggal dengan panjang 20-60 cm. Bunga harum, jumlah kelopak lima berwarna kemerahan, mahkota pink sampai putih dengan rambut kuning. Buah berwarna cokelat keabuan sampai merah dan berukuran 2-3 cm x 2,5-3,7 cm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pohon-gohor.jpg"
"214","Portulaka.","Sakit Perut dan Luka Bakar.","Ibu hamil dilarang mengonsumsi rebusan tanaman ini","Herba menjalar di atas permukaan tanah panjangnya 10-20 cm. Batang bulat, beruas-ruas, gundul dan berwarna hijau muda sampai keunguan. Daun tunggal berbentuk lonjong meruncing, agak tebal karena banyak mengandung air, berhadapan, panjang daun 2-3 cm dan lebarnya o,5-1 cm, tepi daun rata, ujung daun runcing. Bunga muncul di ketiak daun atau di ujung-ujung cabang berkelompok 2-6. Mahkota bunga berwarna merah jambu. Benang sari tampak jelas berada di tengahnya, berwarna hijau kekuningan. Putik bercabang dengan kepala putik berbentuk bulat dan berwarna hijau. Buah berbentuk lonjong berwarna hijau kekuningan. Biji berbentuk ginjal berwarna cokelat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/portulaka-1.jpg"
"215","Pronojiwo","Sakit Kepala dan Penguat Syahwat.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi biji. Namun, sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman berbentuk perdu tegak dan tingginya dapat mencapai 1 m. Batang bulat, memiliki kulit dengan permukaan berbintik-bintik. Susunan daun majemuk menyirip berhadapan. Bunga majemuk berbentuk tandan, muncul di ketiak daun. Buah berupa polong panjangnya 1-2 cm. Biji berbentuk ginjal, keras, warnanya cokelat muda.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pronojiwo.jpg"
"216","Pulai","Malaria.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi pulai. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.
1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsi bagian tanaman pulai.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Pohon berkayu besar dan tinggi. Batangnya lurus dapat mencapai tinggi 30 m dan diameter 60 cm. Kulit batang rapuh dan bergetah putih. Daun berbentuk bulat telur tersusun melingkar dengan jumlah daun 4-8 helai per lingkarannya. Bunga tersusun dalam malai yang bergagang panjang. Buahnya berbentuk bumbung memanjang dan menggantung. Setiap gagang terdapat dua buah yang mengandung banyak biji memanjang.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pulai.jpg"
"217","Pulasari","Demam, Radang Lambung, Sariawan, dan Keputihan.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi kulit maupun bagian lain dari tanaman pulasari. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsi bagian tanaman pulasari.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu atau semak merambat dengan tinggi 5-10 m. Batang utama dapat sebesar lengan dan biasa tumbuh menjalar di tanah, mengeluarkan cabang- cabang sebesar ibu jari. Daun berkarang 3-4, berbentuk lonjong dengan pangkal dan ujung meruncing. Perbungaan malai, tangkai pendek, terdiri atas 3-6 bunga. Bunga berwarna putih berukuran kecil, panjang tabung mahkota 5-10 mm. Buah warna hitam, jorong pendek, 10-15 x 7- 9 mm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pulasari.jpg"
"218","Pule Pandak.","Hipertensi, Sakit Pinggang, dan Sakit Tenggorokan.","Penderita dengan penyakit lambung dan kondisi badan yang lemah, sebaiknya tidak minum air rebusan pule pandak sebab dikhawatirkan dapat menyebabkan pendarahan pada lambung","Tanaman perdu yang tingginya dapat mencapai a m. Batang silindris, dengan percabangan berwarna cokelat dan akan mengeluarkan getah bening bila dipatahkan. Daunnya tunggal dengan duduk daun berkarang atau bersilang berhadapan, berbentuk bulat telur memanjang. Perbungaan majemuk berbentuk payung, di ujung batang, berwarna merah muda sampai merah terang Buahnya merupakan buah batu, berbentuk bulat telur, pada saat masih muda berwarna hijau dan akan berubah menjadi hitam pada saat matang.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pule-pandak.jpg"
"219","Pulutan","Rematik, Disentri, dan Terkilir.","Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi akar dan daun pulutan, namun sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.

","Semak bercabang yang mencapai tinggi 2-3 m. Batang dengan cabang kemerahan. Daun bulat telur berukuran 3-9 cm, berbentuk hati di dasar, bergigi atau miring. Bunga di ketiak daun, jumlah kelopak lima, berwarna merah muda atau keunguan. Buah bulat dan berduri.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pulutan1.png"
"220","Purwoceng","Lemah Syahwat.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi purwoceng. Namun, beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan. Bagi yang sedang hamil dan menyusui serta anak-anak sebaiknya hindari mengonsumsi dengan memakan atau meminum ramuan purwoceng.","Herba berakar tunggang. Akar bagian pangkal akan menggembung seperti ginseng. Perawakannya membentuk roset dan tangkai daun berada di atas permukaan tanah menutupi batang tanaman, pangkal tangkai umumnya berwarna merah kecokelatan.Daun umbi majemuk menyirip ganjil. Anak daun tumbuh di sepanjang tangkai dengan kedudukan saling berhadapan. Bentuk anak daun membulat dengan pinggiran bergerigi. Bunga majemuk berbentuk payung, setiap tandannya terdiri atas 8-15 kuntum bunga. Biji sangat banyak yang berukuran sangat kecil dan berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/purwoceng-1.jpg"
"221","Rambutan","Disentri, Demam, Sariawan, Diare, Penghitam Rambut, dan Kencing Manis.","Di balik manisnya rambutan, ternyata rambutan mempunyai bahaya yang cukup riskan bila terlalu banyak mengonsumsinya. Mungkin sudah banyak yang tahu bahwa rasa manis atau kandungan gula dalam buah rambutan bersifat alkoholic, yang berarti bila buah ini terlalu masak kandungan gula ini akan berubah menjadi alkohol.

Hal itu akan menaikan kadar kolesterol dalam tubuh dan akan sangat berbahaya bagi orang yang menderita penyakit kencing manis atau diabetes. Bagi Anda yang menderita penyakit diabetes disarankan untuk tidak berlebihan mengonsumsinya","Pohon berkayu, batang silindris, permukaan batang kasar, berwarna cokelat dengan bercak-bercak putih. Daun majemuk menyirip ganda sempurna sampai enam pasang anak daun, anak daun berbentuk bulat telur sampai bulat telur sungsang, panjang 5-28 cm dan lebar 2-10 cm, permukaan atas halus sedangkan permukaan bawah berambut, ujung daun meruncing. Perbungaan majemuk terminal, tersusun dalam karangan, diameter bunga mencapai 5 mm. Buah terbungkus kulit yang memiliki rambut di bagian luarnya, warnanya hijau ketika masih muda, berubah menjadi kuning hingga merah ketika masak. Endokarp berwarna putih, menutupi daging yang sebenarnya merupakan aril, yang melekat pada kulit terluar biji.","https://storage.googleapis.com/herbitionalbucket/foto_obat/rambutan1.jpg"
"222","Rangga Dipa","Radang Saluran Kencing, Rematik, dan Asma.","Sebaiknya wanita hamil dan menyusui tidak mengonsumsi tanaman rangga dipa.","Tanaman Perdu tegak, kulit batang berwarna hijau keunguan, retak-retak memanjang, jika dipotong di tengah terdapat rongga. Daun berbentuk garis, warna hijau tua mengilap, tepi daun rata bergelombang. Posisi daun duduk melingkar berseling, dalam satu lingkaran terdapat tiga daun, pangkal daun dan bagian ujung meruncing, panjang 6-15 cm dan lebar 1-1,5 cm. Bunga mengelompok membentuk daun, tangkai bunga merah, di ujungnya warna kuning, mahkota bunga berwarna merah tua, berbentuk bintang lima. Buah bulat, saat muda berwarna hijau sedangkan buah masak berwarna kuning payung, muncul dari ketiak pucat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/rangga-dipa.jpg"
"223","Rosela","Memperlancar Peredaran Darah, Hipertensi, Tonik, dan Membantu Kinerja Usus.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi rosela. Namun sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.

","Tanaman berbentuk herba tegak dan tingginya bisa mencapai 5 m. Batang membulat, hijau dengan noda merah. Daun berseling, panjang 5–13 mm, pangkal meruncing hingga mengerucut, tepi daun beringgit. Bunga soliter, menggenta, bercuping lima, cuping triangular hingga bulat telur berwarna merah atau keputihan. Bentuk buah kapsul, bulat telur, berukuran 13-22 mm X 11-20 mm, tiap buah berisi 30-40 biji. Biji 3-5 mm x 2-4 mm berwarna cokelat kemerahan dengan banyak titik-titik kecil cokelat kekuningan.","https://storage.googleapis.com/herbitionalbucket/foto_obat/rosela.jpeg"
"224","Rumput Mutiara","Radang Usus Buntu, Tersumbatnya Saluran Sperma, Radang Amandel, Hepatitis, Gondongan, Infeksi Saluran Kemih, Bisul, dan Borok.","Hati-hati dalam mengonsumsi rumput mutiara, sehari maksimal 15-50g rumput mutiara yang direbus dan diminum airnya satu gelas. Apabila berlebihan, dapat mengakibatkan penurunan sel darah putih dan rasa kering pada mulut dan tenggorokan.

Beberapa penderita merasakan bahwa mulut menjadi kering setelah pemakaian selama 10 hari. Suntikan dosis tinggi menyebabkan penurunan sel darah putih yang ringan dan kembali normal setelah 3-5 hari obat dihentikan. Selain itu, wanita hamil tidak dianjurkan untuk mengonsumsi rumput mutiara.","Herba berperawakan kecil yang memiliki banyak cabang, tumbuh bergerombol, batangnya bersegi-segi dan agak rapuh. Daun letaknya berhadapan, tangkal daun pendek atau hampir duduk, panjang daun 2-5 cm, ujung runcing, tulang daun satu di tengah dan memiliki rambut halus di ujungnya. Bunga majemuk, muncul dari ketiak daun, bentuknya seperti payung, berwarna putih, tangkai perbungaan keras seperti kawat, panjangnya 5-10 mm. Buah bulat dan ujungnya pecah-pecah.","https://storage.googleapis.com/herbitionalbucket/foto_obat/rumput-mutiara.jpg"
"225","Saga Rambat","Sariawan dan Obat Tetes Mata.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun saga. Namun, sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter","Tumbuhan merambat, panjangnya mencapai 6-9 m dengan diameter batang hingga 1,5 cm membelit-belit ke arah kiri. Daun majemuk dengan anak daun 8- 15 pasang berbentuk bulat telur, pangkal membundar, tepi rata, permukaan atas gundul dan permukaan bawah berambut Perbungaan muncul di ketiak atau di ujung daun 5-7 bunga setiap tandan, warna ungu muda dengan bentuk seperti kupu-kupu. Buah polong, lonjong, agak pipih, berukuran 2,5 x 1,2 cm. Biji lonjong agak pipih, warna merah mengilap dengan warna hitam di bagian pangkal biji, panjang 6-8 mm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/saga-rambat.jpg"
"226","Salam","Asam Urat, Diare, Kolesterol Tinggi, dan Kencing Manis.","Bagi Anda yang mempunyai alergi atau pun ibu yang hamil dan menyusui, penggunaan daun salam dalam jumlah banyak sangat tidak dianjurkan sebagai pengobatan tradisional. Tetap harus konsultasi dahulu dengan dokter atau praktisi medis yang berkompeten.

Efek samping lainnya adalah masalah pencernaan karena daun salam sulit untuk dicerna, berdampak pada pernapasan untuk penderita asma, dan juga terhadap sensitifitas lidah sebagai perasa akan sedikit terganggu.

Adanya efek sulit buang air besar akibat konsumsi daun salam juga bisa diatasi dengan menambahkan ekstrak daun cincau bersama dengan ekstrak daun salam. Kombinasi keduanya terbukti bisa menurunkan tekanan darah tinggi dan sekaligus menghindarkan konstipasi.","Pohon bertajuk rimbun, tinggi mencapai 25 m. Daunnya bila diremas berbau harum, berbentuk lonjong sampai elips atau bulat telur sungsang, pangkal lancip, buelued ‘induna iedwes douej bunfn 5-15 cm, lebar 35-36 mm, terdapat 6-10 urat daun lateral, pangkal daun 5-12 mm. Perbungaan berupa malai, keluar dari ranting, berbau harum. Kelopak bunga berbentuk cangkir yang lebar, ukurannya lebih kurang 1 mm. Mahkota bunga berwarna putih, panjang 2,5-3,5 mm, benang sari terbagi dalam empat kelompok, panjang 3 mm, berwarna kuning lembayung. Buah buni berwarna merah gelap, berbentuk bulat dengan garis tengah 8-9 mm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/salam.jpg"
"227","Sambang Darah","Disentri, Wasir, dan Peluruh Kencing.","Tanaman ini dapat menyebabkan iritasi kulit dan reaksi alergi. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba dengan akar berbuku-buku Daun berhadapan, bundar telur sampai lonjong, permukaan atas hijau keungu-unguan, bagian bawah ungu-hijau sampai merah anggur. Perbungaan majemuk, berkumpul dalam rangkaian berupa bulir, daun gagang menyirap, panjang 7-15 mm, ungu kehijau-hijauan, daun gantilan sangat kecil atau tidak ada. Bunga biasanya berpasangan di ketiak dengan daun gagang di bawahnya, menyendiri di ketiak dari daun gagang sebelah atas, kelopak hijau, mahkota berbentuk tabung, putih. Buah kapsul menjorong, 6-12 biji. Biji rata, berambut","https://storage.googleapis.com/herbitionalbucket/foto_obat/sambang-darah.jpg"
"228","Sambiloto","Diabetes Mellitus, Demam, dan Disentri.","Sambiloto dapat digunakan untuk pengobatan penyakit yang ringan seperti diare, demam, dan penyakit pada alat pencernaan. Namun, dianjurkan hanya digunakan dalam jangka waktu yang pendek. Hal ini karena sambiloto mengandung senyawa andrographolida untuk kontrasepsi secara alami. Artinya ada kemungkinan dapat menghentikan spermatogenesis (perkembangan dan pematangan sel-sel sperma) atau istilah lainnya infertilitas.","Herba dengan batang berbentuk persegi empat, batang bagian atas seringkali dengan sudut agak berusuk. Daun bersilang berhadapan, umumnya terlepas dari batang, bentuk lanset sampai bentuk lidah tombak, panjang 2-7 cm, lebar 1-3 cm. Permukaan berwarna hijau tua atau hijau kecokelatan, permukaan bawah berwarna hijau pucat. Kelopak bunga terdiri dari lima helai, panjang 3-4 mm, berambut, mahkota berwarna putih sampai keunguan. Buah berbentuk jorong, pangkal dan ujung tajam, panjang 1-2 cm, kadang pecah secara membujur menjadi empat keping. Biji agak keras dan berukuran 1-3 mm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sambiloto.jpg"
"229","Sambung Nyawa","Penyakit Ginjal, Infeksi Kerongkongan, Tidak Datang Haid, Pendarahan, Sariawan, Lebam, Luka Bakar, dan Digigit Binatang Berbisa.","Hingga kini belum diketahui memiliki efek samping yang membahayakan. Namun sebaiknya untuk ibu hamil, ibu menyusui, dan anak-anak sebelum mengonsumsi terlebih dahulu berkonsultasi dengan herbalis.","Herba tahunan menjalar, batang bersegi agak berdaging, di kaki batang terbentuk akar. Daun tunggal bertangkai, bentuk bulat telur, berkumpul di bawah, agak jarang pada ujung batang, letaknya berseling. Bunganya berwarna orange terletak di ujung batang bergerombol.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sambung-nyawa.jpg"
"230","Sanrego","Bengkak, Penyakit Kulit, dan Peningkat Gairah Seks.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi kulit batang sanrego. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman perdu dengan tinggi mencapai 12 m dan diameter batang 12 cm. Daun tunggal saling berhadapan dan semakin mengumpul di ujung percabangan, bentuk elips, lanset atau bulat telur memanjang, panjang 5-60 cm, tepi daun bergelombang dan bergerigi, pada helaian daun tersebar noktah berminyak. Bunga kecil berwarna kuning kehijauan hingga putih, keluar dari ketiak daun. Buah berbentuk bulat telur terbalik dan berusuk, berbiji satu membulat, cokelat gelap hingga kemerahan.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sanrego.jpg"
"231","Sawo","Diare, Disentri, dan Radang Mulut.","Seseorang yang menderita asam urat dan diabetes tidak dianjurkan konsumsi buah sawo karena mengandung glukosa yang tinggi. Sebaiknya obat-obatan herbal yang mengandung buah sawo di dalamya harus dihindari oleh penderita asam urat dan diabetes.","Pohon yang besar dan rindang, dapat tumbuh hingga setinggi 40 m. Bercabang rendah, batang sawo manila berkulit kasar abu-abu kehitaman sampai cokelat tua Daun tunggal, terletak berseling, pangkal dan ujungnya terletak di ketiak daun dekat ujung bentuk baji. Bunga tunggal ranting, bertangkai 1-2 cm, kerap kali menggantung, diameter bunga sampai dengan 1,5 cm, sisi luarnya berbulu kecokelatan, berbilangan enam. Kelopak biasanya tersusun dalam dua lingkaran, mahkota bentuk genta, putih, berbagi sampai setengah panjang tabung. Buah buni bertangkai pendek, bulat, bulat telur atau jorong, berukuran 3-6 x 3-8 cm, cokelat kemerahan sampai kekuningan di luarnya dengan sisik-sisik kasar cokelat yang mudah mengelupas. Berkulit tipis, daging buah lembut dan kadang-kadang memasir, cokelat kemerahan sampai kekuningan, manis dan mengandung banyak sari buah. Berbiji sampai 12 butir lonjong pipih, hitam atau kecokelatan mengilap, keping biji berwarna putih lilin.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sawo1.jpeg"
"232","Sayur Muka Manis","Batuk, Sariawan, Diare, Demam, dan Bengkak.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi tanaman ini. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba semusim, tumbuh tegak atau berbaring pada pangkalnya, tinggi hingga 50 cm. Dari bagian bawah sudah mulai bercabang, batangnya bulat dan padat berwarna hijau. Daun tunggal berbentuk segitiga memanjang, bagian atas berwarna hijau, sedangkan bagian bawah agak merah keunguan, terkumpul rapat pada pangkalnya. Bunga kecil berwarna ungu kemerahan atau ros.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sayur-muka-manis.jpg"
